rep,simple_rate,mle_rate
0,0.03392476371520581,0.031488267524892456
1,0.03392476371520581,0.031488267524892456
2,0.03392476371520581,0.031488267524892456
3,0.03392476371520581,0.031488267524892456
4,0.03392476371520581,0.031488267524892456
5,0.03392476371520581,0.031488267524892456
6,0.03392476371520581,0.031488267524892456
7,0.03392476371520581,0.031488267524892456
8,0.03392476371520581,0.031488267524892456
9,0.03392476371520581,0.031488267524892456
10,0.03392476371520581,0.031488267524892456
11,0.03392476371520581,0.031488267524892456
12,0.03392476371520581,0.031488267524892456
13,0.03392476371520581,0.031488267524892456
14,0.03392476371520581,0.031488267524892456
15,0.03392476371520581,0.031488267524892456
16,0.03392476371520581,0.031488267524892456
17,0.03392476371520581,0.031488267524892456
18,0.03392476371520581,0.031488267524892456
19,0.03392476371520581,0.031488267524892456
20,0.03392476371520581,0.031488267524892456
21,0.03392476371520581,0.031488267524892456
22,0.03816535917960654,0.035401862996268796
23,0.03392476371520581,0.031488267524892456
24,0.03392476371520581,0.031488267524892456
25,0.03392476371520581,0.031488267524892456
26,0.03392476371520581,0.031488267524892456
27,0.03392476371520581,0.031488267524892456
28,0.03392476371520581,0.031488267524892456
29,0.03392476371520581,0.031488267524892456
30,0.03392476371520581,0.031488267524892456
31,0.03392476371520581,0.031488267524892456
32,0.03392476371520581,0.031488267524892456
33,0.03392476371520581,0.031488267524892456
34,0.03392476371520581,0.031488267524892456
35,0.03392476371520581,0.031488267524892456
36,0.03392476371520581,0.031488267524892456
37,0.03392476371520581,0.031488267524892456
38,0.03392476371520581,0.031488267524892456
39,0.03392476371520581,0.031488267524892456
40,0.03392476371520581,0.031488267524892456
41,0.03392476371520581,0.031488267524892456
42,0.03392476371520581,0.031488267524892456
43,0.03392476371520581,0.031488267524892456
44,0.03392476371520581,0.031488267524892456
45,0.03392476371520581,0.031488267524892456
46,0.03392476371520581,0.031488267524892456
47,0.03392476371520581,0.031488267524892456
48,0.03392476371520581,0.031488267524892456
49,0.03392476371520581,0.031488267524892456
50,0.03392476371520581,0.031488267524892456
51,0.03392476371520581,0.031488267524892456
52,0.03392476371520581,0.031488267524892456
53,0.03392476371520581,0.031488267524892456
54,0.03392476371520581,0.031488267524892456
55,0.03392476371520581,0.031488267524892456
56,0.03392476371520581,0.031488267524892456
57,0.03392476371520581,0.031488267524892456
58,0.03392476371520581,0.031488267524892456
59,0.03392476371520581,0.031488267524892456
60,0.03392476371520581,0.031488267524892456
61,0.03392476371520581,0.031488267524892456
62,0.03392476371520581,0.031488267524892456
63,0.03392476371520581,0.031488267524892456
64,0.03392476371520581,0.031488267524892456
65,0.03392476371520581,0.031488267524892456
66,0.03392476371520581,0.031488267524892456
67,0.03392476371520581,0.031488267524892456
68,0.03392476371520581,0.031488267524892456
69,0.03392476371520581,0.031488267524892456
70,0.03392476371520581,0.031488267524892456
71,0.03392476371520581,0.031488267524892456
72,0.03392476371520581,0.031488267524892456
73,0.03392476371520581,0.031488267524892456
74,0.03392476371520581,0.031488267524892456
75,0.03392476371520581,0.031488267524892456
76,0.03392476371520581,0.031488267524892456
77,0.03392476371520581,0.031488267524892456
78,0.03392476371520581,0.031488267524892456
79,0.03392476371520581,0.031488267524892456
80,0.05088714557280871,0.04739315087407179
81,0.03392476371520581,0.031488267524892456
82,0.03392476371520581,0.031488267524892456
83,0.03392476371520581,0.031488267524892456
84,0.03392476371520581,0.031488267524892456
85,0.03392476371520581,0.031488267524892456
86,0.03392476371520581,0.031488267524892456
87,0.03392476371520581,0.031488267524892456
88,0.03392476371520581,0.031488267524892456
89,0.03392476371520581,0.031488267524892456
90,0.03392476371520581,0.031488267524892456
91,0.03392476371520581,0.031488267524892456
92,0.03392476371520581,0.031488267524892456
93,0.03392476371520581,0.031488267524892456
94,0.03392476371520581,0.031488267524892456
95,0.03392476371520581,0.031488267524892456
96,0.03392476371520581,0.031488267524892456
97,0.03392476371520581,0.031488267524892456
98,0.03392476371520581,0.031488267524892456
99,0.03392476371520581,0.031488267524892456
100,0.03392476371520581,0.031488267524892456
101,0.03392476371520581,0.031488267524892456
102,0.03392476371520581,0.031488267524892456
103,0.03392476371520581,0.031488267524892456
104,0.03392476371520581,0.031488267524892456
105,0.03392476371520581,0.031488267524892456
106,0.03392476371520581,0.031488267524892456
107,0.03392476371520581,0.031488267524892456
108,0.03392476371520581,0.031488267524892456
109,0.03392476371520581,0.031488267524892456
110,0.03392476371520581,0.031488267524892456
111,0.03392476371520581,0.031488267524892456
112,0.03392476371520581,0.031488267524892456
113,0.03392476371520581,0.031488267524892456
114,0.03392476371520581,0.031488267524892456
115,0.03392476371520581,0.031488267524892456
116,0.03392476371520581,0.031488267524892456
117,0.03392476371520581,0.031488267524892456
118,0.03392476371520581,0.031488267524892456
119,0.03392476371520581,0.031488267524892456
120,0.03392476371520581,0.031488267524892456
121,0.03392476371520581,0.031488267524892456
122,0.03392476371520581,0.031488267524892456
123,0.03392476371520581,0.031488267524892456
124,0.03392476371520581,0.031488267524892456
125,0.03392476371520581,0.031488267524892456
126,0.03392476371520581,0.031488267524892456
127,0.03392476371520581,0.031488267524892456
128,0.03392476371520581,0.031488267524892456
129,0.03392476371520581,0.031488267524892456
130,0.03392476371520581,0.031488267524892456
131,0.03392476371520581,0.031488267524892456
132,0.03392476371520581,0.031488267524892456
133,0.03392476371520581,0.031488267524892456
134,0.03392476371520581,0.031488267524892456
135,0.03392476371520581,0.031488267524892456
136,0.03392476371520581,0.031488267524892456
137,0.03392476371520581,0.031488267524892456
138,0.03392476371520581,0.031488267524892456
139,0.03392476371520581,0.031488267524892456
140,0.03392476371520581,0.031488267524892456
141,0.03392476371520581,0.031488267524892456
142,0.03392476371520581,0.031488267524892456
143,0.03392476371520581,0.031488267524892456
144,0.03392476371520581,0.031488267524892456
145,0.03392476371520581,0.031488267524892456
146,0.03392476371520581,0.031488267524892456
147,0.03392476371520581,0.031488267524892456
148,0.03392476371520581,0.031488267524892456
149,0.03392476371520581,0.031488267524892456
150,0.03392476371520581,0.031488267524892456
151,0.03392476371520581,0.031488267524892456
152,0.03392476371520581,0.031488267524892456
153,0.03392476371520581,0.031488267524892456
154,0.03392476371520581,0.031488267524892456
155,0.03392476371520581,0.031488267524892456
156,0.03392476371520581,0.031488267524892456
157,0.03392476371520581,0.031488267524892456
158,0.03392476371520581,0.031488267524892456
159,0.03392476371520581,0.031488267524892456
160,0.03392476371520581,0.031488267524892456
161,0.03392476371520581,0.031488267524892456
162,0.03392476371520581,0.031488267524892456
163,0.03392476371520581,0.031488267524892456
164,0.03392476371520581,0.031488267524892456
165,0.03392476371520581,0.031488267524892456
166,0.03392476371520581,0.031488267524892456
167,0.03392476371520581,0.031488267524892456
168,0.03392476371520581,0.031488267524892456
169,0.03392476371520581,0.031488267524892456
170,0.03392476371520581,0.031488267524892456
171,0.03392476371520581,0.031488267524892456
172,0.05088714557280871,0.04739315087407179
173,0.03392476371520581,0.031488267524892456
174,0.03392476371520581,0.031488267524892456
175,0.03392476371520581,0.031488267524892456
176,0.03392476371520581,0.031488267524892456
177,0.03392476371520581,0.031488267524892456
178,0.03392476371520581,0.031488267524892456
179,0.03392476371520581,0.031488267524892456
180,0.03392476371520581,0.031488267524892456
181,0.03392476371520581,0.031488267524892456
182,0.03392476371520581,0.031488267524892456
183,0.03392476371520581,0.031488267524892456
184,0.03392476371520581,0.031488267524892456
185,0.03392476371520581,0.031488267524892456
186,0.03392476371520581,0.031488267524892456
187,0.03392476371520581,0.031488267524892456
188,0.03392476371520581,0.031488267524892456
189,0.03392476371520581,0.031488267524892456
190,0.03392476371520581,0.031488267524892456
191,0.03392476371520581,0.031488267524892456
192,0.03392476371520581,0.031488267524892456
193,0.03392476371520581,0.031488267524892456
194,0.03392476371520581,0.031488267524892456
195,0.05088714557280871,0.04739315087407179
196,0.03392476371520581,0.031488267524892456
197,0.03392476371520581,0.031488267524892456
198,0.03392476371520581,0.031488267524892456
199,0.03392476371520581,0.031488267524892456
200,0.03392476371520581,0.031488267524892456
201,0.03392476371520581,0.031488267524892456
202,0.03392476371520581,0.031488267524892456
203,0.03392476371520581,0.031488267524892456
204,0.03392476371520581,0.031488267524892456
205,0.03392476371520581,0.031488267524892456
206,0.03392476371520581,0.031488267524892456
207,0.03392476371520581,0.031488267524892456
208,0.03392476371520581,0.031488267524892456
209,0.03392476371520581,0.031488267524892456
210,0.03392476371520581,0.031488267524892456
211,0.03392476371520581,0.031488267524892456
212,0.03392476371520581,0.031488267524892456
213,0.03392476371520581,0.031488267524892456
214,0.03392476371520581,0.031488267524892456
215,0.03392476371520581,0.031488267524892456
216,0.03392476371520581,0.031488267524892456
217,0.03816535917960654,0.035401862996268796
218,0.03392476371520581,0.031488267524892456
219,0.03392476371520581,0.031488267524892456
220,0.03392476371520581,0.031488267524892456
221,0.03392476371520581,0.031488267524892456
222,0.03392476371520581,0.031488267524892456
223,0.03392476371520581,0.031488267524892456
224,0.03392476371520581,0.031488267524892456
225,0.03392476371520581,0.031488267524892456
226,0.03392476371520581,0.031488267524892456
227,0.03392476371520581,0.031488267524892456
228,0.03392476371520581,0.031488267524892456
229,0.03392476371520581,0.031488267524892456
230,0.03392476371520581,0.031488267524892456
231,0.03392476371520581,0.031488267524892456
232,0.03816535917960654,0.035401862996268796
233,0.03392476371520581,0.031488267524892456
234,0.03392476371520581,0.031488267524892456
235,0.03392476371520581,0.031488267524892456
236,0.03392476371520581,0.031488267524892456
237,0.03392476371520581,0.031488267524892456
238,0.03392476371520581,0.031488267524892456
